sku,vendor_id,vendor_name,product_name,brand,category,gender,description,price,gtin,image_url,colour,size,material,submitted_at,vendor_approved,monthly_sales,gross_margin_pct
SKU-DEMO-0030,VENDOR-DEMO-0030,Fictional Supplier 0030,Demo Cotton Shirt 30,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000305,https://example.com/demo/SKU-DEMO-0030.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0031,VENDOR-DEMO-0031,Fictional Supplier 0031,Demo Cotton Shirt 31,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000312,https://example.com/demo/SKU-DEMO-0031.jpg,Black,,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0032,VENDOR-DEMO-0032,Fictional Supplier 0032,Demo Cotton Shirt 32,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000329,https://example.com/demo/SKU-DEMO-0032.jpg,Black,,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0033,VENDOR-DEMO-0033,Fictional Supplier 0033,Demo Cotton Shirt 33,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000336,https://example.com/demo/SKU-DEMO-0033.jpg,Black,,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0034,VENDOR-DEMO-0034,Fictional Supplier 0034,Demo Cotton Shirt 34,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000343,https://example.com/demo/SKU-DEMO-0034.jpg,Black,,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0035,VENDOR-DEMO-0035,Fictional Supplier 0035,Demo Cotton Shirt 35,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000350,https://example.com/demo/SKU-DEMO-0035.jpg,Black,,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0036,VENDOR-DEMO-0036,Fictional Supplier 0036,Demo Cotton Shirt 36,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000367,https://example.com/demo/SKU-DEMO-0036.jpg,Black,,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0037,VENDOR-DEMO-0037,Fictional Supplier 0037,Demo Cotton Shirt 37,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000374,https://example.com/demo/SKU-DEMO-0037.jpg,Black,,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0038,VENDOR-DEMO-0038,Fictional Supplier 0038,Demo Cotton Shirt 38,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000381,https://example.com/demo/SKU-DEMO-0038.jpg,Black,,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0039,VENDOR-DEMO-0039,Fictional Supplier 0039,Demo Cotton Shirt 39,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000398,https://example.com/demo/SKU-DEMO-0039.jpg,Black,,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0040,VENDOR-DEMO-0040,Fictional Supplier 0040,Demo Cotton Shirt 40,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000404,https://example.com/demo/SKU-DEMO-0040.jpg,Black,,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0041,VENDOR-DEMO-0041,Fictional Supplier 0041,Demo Cotton Shirt 41,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000411,https://example.com/demo/SKU-DEMO-0041.jpg,Black,,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0042,VENDOR-DEMO-0042,Fictional Supplier 0042,Demo Cotton Shirt 42,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000428,https://example.com/demo/SKU-DEMO-0042.jpg,Black,,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0043,VENDOR-DEMO-0043,Fictional Supplier 0043,Demo Cotton Shirt 43,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000435,https://example.com/demo/SKU-DEMO-0043.jpg,Black,,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0044,VENDOR-DEMO-0044,Fictional Supplier 0044,Demo Cotton Shirt 44,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000442,https://example.com/demo/SKU-DEMO-0044.jpg,Black,,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0045,VENDOR-DEMO-0045,Fictional Supplier 0045,Demo Cotton Shirt 45,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000459,https://example.com/demo/SKU-DEMO-0045.jpg,Black,,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0046,VENDOR-DEMO-0046,Fictional Supplier 0046,Demo Cotton Shirt 46,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000466,https://example.com/demo/SKU-DEMO-0046.jpg,Black,M,,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0047,VENDOR-DEMO-0047,Fictional Supplier 0047,Demo Cotton Shirt 47,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000473,https://example.com/demo/SKU-DEMO-0047.jpg,Black,M,,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0048,VENDOR-DEMO-0048,Fictional Supplier 0048,Demo Cotton Shirt 48,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000480,https://example.com/demo/SKU-DEMO-0048.jpg,Black,M,,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0049,VENDOR-DEMO-0049,Fictional Supplier 0049,Demo Cotton Shirt 49,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000497,https://example.com/demo/SKU-DEMO-0049.jpg,Black,M,,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0050,VENDOR-DEMO-0050,Fictional Supplier 0050,Demo Cotton Shirt 50,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000503,https://example.com/demo/SKU-DEMO-0050.jpg,Black,M,,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0051,VENDOR-DEMO-0051,Fictional Supplier 0051,Demo Cotton Shirt 51,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000510,https://example.com/demo/SKU-DEMO-0051.jpg,Black,M,,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0052,VENDOR-DEMO-0052,Fictional Supplier 0052,Demo Cotton Shirt 52,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000527,https://example.com/demo/SKU-DEMO-0052.jpg,Black,M,,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0053,VENDOR-DEMO-0053,Fictional Supplier 0053,Demo Cotton Shirt 53,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000534,https://example.com/demo/SKU-DEMO-0053.jpg,Black,M,,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0054,VENDOR-DEMO-0054,Fictional Supplier 0054,Demo Cotton Shirt 54,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000541,https://example.com/demo/SKU-DEMO-0054.jpg,Black,M,,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0055,VENDOR-DEMO-0055,Fictional Supplier 0055,Demo Cotton Shirt 55,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000558,https://example.com/demo/SKU-DEMO-0055.jpg,Black,M,,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0056,VENDOR-DEMO-0056,Fictional Supplier 0056,Demo Cotton Shirt 56,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000565,https://example.com/demo/SKU-DEMO-0056.jpg,Black,M,,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0057,VENDOR-DEMO-0057,Fictional Supplier 0057,Demo Cotton Shirt 57,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000572,https://example.com/demo/SKU-DEMO-0057.jpg,Black,M,,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0058,VENDOR-DEMO-0058,Fictional Supplier 0058,Demo Cotton Shirt 58,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000589,https://example.com/demo/SKU-DEMO-0058.jpg,Black,M,,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0059,VENDOR-DEMO-0059,Fictional Supplier 0059,Demo Cotton Shirt 59,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000596,https://example.com/demo/SKU-DEMO-0059.jpg,Black,M,,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0060,VENDOR-DEMO-0060,Fictional Supplier 0060,Demo Cotton Shirt 60,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000602,https://example.com/demo/SKU-DEMO-0060.jpg,Black,M,,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0061,VENDOR-DEMO-0061,Fictional Supplier 0061,Demo Cotton Shirt 61,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000619,,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0062,VENDOR-DEMO-0062,Fictional Supplier 0062,Demo Cotton Shirt 62,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000626,,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0063,VENDOR-DEMO-0063,Fictional Supplier 0063,Demo Cotton Shirt 63,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000633,,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0064,VENDOR-DEMO-0064,Fictional Supplier 0064,Demo Cotton Shirt 64,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000640,,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0065,VENDOR-DEMO-0065,Fictional Supplier 0065,Demo Cotton Shirt 65,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000657,,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0066,VENDOR-DEMO-0066,Fictional Supplier 0066,Demo Cotton Shirt 66,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000664,,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0067,VENDOR-DEMO-0067,Fictional Supplier 0067,Demo Cotton Shirt 67,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000671,,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0068,VENDOR-DEMO-0068,Fictional Supplier 0068,Demo Cotton Shirt 68,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000688,,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0069,VENDOR-DEMO-0069,Fictional Supplier 0069,Demo Cotton Shirt 69,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000695,,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0070,VENDOR-DEMO-0070,Fictional Supplier 0070,Demo Cotton Shirt 70,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000701,,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0071,VENDOR-DEMO-0071,Fictional Supplier 0071,Demo Cotton Shirt 71,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000718,,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0072,VENDOR-DEMO-0072,Fictional Supplier 0072,Demo Cotton Shirt 72,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000725,,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0073,VENDOR-DEMO-0073,Fictional Supplier 0073,Demo Cotton Shirt 73,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000732,,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0074,VENDOR-DEMO-0074,Fictional Supplier 0074,Demo Cotton Shirt 74,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000749,,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0075,VENDOR-DEMO-0075,Fictional Supplier 0075,Demo Cotton Shirt 75,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000756,,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0076,VENDOR-DEMO-0076,Fictional Supplier 0076,Demo Cotton Shirt 76,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000763,https://example.com/demo/SKU-DEMO-0076.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0077,VENDOR-DEMO-0077,Fictional Supplier 0077,Demo Cotton Shirt 77,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000770,https://example.com/demo/SKU-DEMO-0077.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0078,VENDOR-DEMO-0078,Fictional Supplier 0078,Demo Cotton Shirt 78,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000787,https://example.com/demo/SKU-DEMO-0078.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0079,VENDOR-DEMO-0079,Fictional Supplier 0079,Demo Cotton Shirt 79,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000794,https://example.com/demo/SKU-DEMO-0079.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0080,VENDOR-DEMO-0080,Fictional Supplier 0080,Demo Cotton Shirt 80,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000800,https://example.com/demo/SKU-DEMO-0080.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0081,VENDOR-DEMO-0081,Fictional Supplier 0081,Demo Cotton Shirt 81,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000817,https://example.com/demo/SKU-DEMO-0081.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
SKU-DEMO-0082,VENDOR-DEMO-0082,Fictional Supplier 0082,Demo Cotton Shirt 82,Fictional Demo Brand,Apparel,Men,Synthetic cotton shirt with regular fit and reinforced seams for demonstration only.,1500,2000000000824,https://example.com/demo/SKU-DEMO-0082.jpg,Black,M,Cotton,2026-09-20T15:20:08.334157+00:00,True,90000,52
