Vendor ID,Vendor Name,Division,Class,Sub-Class,Vendor Style,Description,Color,Case-pack,Cost,Reg Retail,Original Retail,Total Quantity,Location,Ship Dates,Cancel Dates,PO_ID,Brand Name,SKU,currency,gender
VENDOR-DEMO-0035,Fictional Supplier 0035,Menswear,Apparel,Shirts,DEMO-STYLE-0035,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0035,Fictional Demo Brand,SKU-DEMO-0035,INR,Men
VENDOR-DEMO-0036,Fictional Supplier 0036,Menswear,Apparel,Shirts,DEMO-STYLE-0036,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0036,Fictional Demo Brand,SKU-DEMO-0036,INR,Men
VENDOR-DEMO-0037,Fictional Supplier 0037,Menswear,Apparel,Shirts,DEMO-STYLE-0037,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0037,Fictional Demo Brand,SKU-DEMO-0037,INR,Men
VENDOR-DEMO-0038,Fictional Supplier 0038,Menswear,Apparel,Shirts,DEMO-STYLE-0038,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0038,Fictional Demo Brand,SKU-DEMO-0038,INR,Men
VENDOR-DEMO-0039,Fictional Supplier 0039,Menswear,Apparel,Shirts,DEMO-STYLE-0039,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0039,Fictional Demo Brand,SKU-DEMO-0039,INR,Men
VENDOR-DEMO-0040,Fictional Supplier 0040,Menswear,Apparel,Shirts,DEMO-STYLE-0040,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0040,Fictional Demo Brand,SKU-DEMO-0040,INR,Men
VENDOR-DEMO-0041,Fictional Supplier 0041,Menswear,Apparel,Shirts,DEMO-STYLE-0041,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0041,Fictional Demo Brand,SKU-DEMO-0041,INR,Men
VENDOR-DEMO-0042,Fictional Supplier 0042,Menswear,Apparel,Shirts,DEMO-STYLE-0042,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0042,Fictional Demo Brand,SKU-DEMO-0042,INR,Men
VENDOR-DEMO-0043,Fictional Supplier 0043,Menswear,Apparel,Shirts,DEMO-STYLE-0043,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0043,Fictional Demo Brand,SKU-DEMO-0043,INR,Men
VENDOR-DEMO-0044,Fictional Supplier 0044,Menswear,Apparel,Shirts,DEMO-STYLE-0044,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0044,Fictional Demo Brand,SKU-DEMO-0044,INR,Men
VENDOR-DEMO-0045,Fictional Supplier 0045,Menswear,Apparel,Shirts,DEMO-STYLE-0045,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0045,Fictional Demo Brand,SKU-DEMO-0045,INR,Men
VENDOR-DEMO-0046,Fictional Supplier 0046,Menswear,Apparel,Shirts,DEMO-STYLE-0046,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0046,Fictional Demo Brand,SKU-DEMO-0046,INR,Men
VENDOR-DEMO-0047,Fictional Supplier 0047,Menswear,Apparel,Shirts,DEMO-STYLE-0047,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0047,Fictional Demo Brand,SKU-DEMO-0047,INR,Men
VENDOR-DEMO-0048,Fictional Supplier 0048,Menswear,Apparel,Shirts,DEMO-STYLE-0048,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0048,Fictional Demo Brand,SKU-DEMO-0048,INR,Men
VENDOR-DEMO-0049,Fictional Supplier 0049,Menswear,Apparel,Shirts,DEMO-STYLE-0049,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0049,Fictional Demo Brand,SKU-DEMO-0049,INR,Men
VENDOR-DEMO-0050,Fictional Supplier 0050,Menswear,Apparel,Shirts,DEMO-STYLE-0050,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0050,Fictional Demo Brand,SKU-DEMO-0050,INR,Men
VENDOR-DEMO-0051,Fictional Supplier 0051,Menswear,Apparel,Shirts,DEMO-STYLE-0051,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0051,Fictional Demo Brand,SKU-DEMO-0051,INR,Men
VENDOR-DEMO-0052,Fictional Supplier 0052,Menswear,Apparel,Shirts,DEMO-STYLE-0052,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0052,Fictional Demo Brand,SKU-DEMO-0052,INR,Men
VENDOR-DEMO-0053,Fictional Supplier 0053,Menswear,Apparel,Shirts,DEMO-STYLE-0053,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0053,Fictional Demo Brand,SKU-DEMO-0053,INR,Men
VENDOR-DEMO-0054,Fictional Supplier 0054,Menswear,Apparel,Shirts,DEMO-STYLE-0054,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0054,Fictional Demo Brand,SKU-DEMO-0054,INR,Men
VENDOR-DEMO-0055,Fictional Supplier 0055,Menswear,Apparel,Shirts,DEMO-STYLE-0055,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0055,Fictional Demo Brand,SKU-DEMO-0055,INR,Men
VENDOR-DEMO-0056,Fictional Supplier 0056,Menswear,Apparel,Shirts,DEMO-STYLE-0056,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0056,Fictional Demo Brand,SKU-DEMO-0056,INR,Men
VENDOR-DEMO-0057,Fictional Supplier 0057,Menswear,Apparel,Shirts,DEMO-STYLE-0057,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0057,Fictional Demo Brand,SKU-DEMO-0057,INR,Men
VENDOR-DEMO-0058,Fictional Supplier 0058,Menswear,Apparel,Shirts,DEMO-STYLE-0058,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0058,Fictional Demo Brand,SKU-DEMO-0058,INR,Men
VENDOR-DEMO-0059,Fictional Supplier 0059,Menswear,Apparel,Shirts,DEMO-STYLE-0059,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0059,Fictional Demo Brand,SKU-DEMO-0059,INR,Men
VENDOR-DEMO-0060,Fictional Supplier 0060,Menswear,Apparel,Shirts,DEMO-STYLE-0060,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0060,Fictional Demo Brand,SKU-DEMO-0060,INR,Men
VENDOR-DEMO-0061,Fictional Supplier 0061,Menswear,Apparel,Shirts,DEMO-STYLE-0061,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0061,Fictional Demo Brand,SKU-DEMO-0061,INR,Men
VENDOR-DEMO-0062,Fictional Supplier 0062,Menswear,Apparel,Shirts,DEMO-STYLE-0062,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0062,Fictional Demo Brand,SKU-DEMO-0062,INR,Men
VENDOR-DEMO-0063,Fictional Supplier 0063,Menswear,Apparel,Shirts,DEMO-STYLE-0063,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0063,Fictional Demo Brand,SKU-DEMO-0063,INR,Men
VENDOR-DEMO-0064,Fictional Supplier 0064,Menswear,Apparel,Shirts,DEMO-STYLE-0064,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0064,Fictional Demo Brand,SKU-DEMO-0064,INR,Men
VENDOR-DEMO-0065,Fictional Supplier 0065,Menswear,Apparel,Shirts,DEMO-STYLE-0065,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0065,Fictional Demo Brand,SKU-DEMO-0065,INR,Men
VENDOR-DEMO-0066,Fictional Supplier 0066,Menswear,Apparel,Shirts,DEMO-STYLE-0066,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0066,Fictional Demo Brand,SKU-DEMO-0066,INR,Men
VENDOR-DEMO-0067,Fictional Supplier 0067,Menswear,Apparel,Shirts,DEMO-STYLE-0067,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0067,Fictional Demo Brand,SKU-DEMO-0067,INR,Men
VENDOR-DEMO-0068,Fictional Supplier 0068,Menswear,Apparel,Shirts,DEMO-STYLE-0068,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0068,Fictional Demo Brand,SKU-DEMO-0068,INR,Men
VENDOR-DEMO-0069,Fictional Supplier 0069,Menswear,Apparel,Shirts,DEMO-STYLE-0069,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0069,Fictional Demo Brand,SKU-DEMO-0069,INR,Men
VENDOR-DEMO-0070,Fictional Supplier 0070,Menswear,Apparel,Shirts,DEMO-STYLE-0070,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0070,Fictional Demo Brand,SKU-DEMO-0070,INR,Men
VENDOR-DEMO-0071,Fictional Supplier 0071,Menswear,Apparel,Shirts,DEMO-STYLE-0071,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0071,Fictional Demo Brand,SKU-DEMO-0071,INR,Men
VENDOR-DEMO-0072,Fictional Supplier 0072,Menswear,Apparel,Shirts,DEMO-STYLE-0072,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0072,Fictional Demo Brand,SKU-DEMO-0072,INR,Men
VENDOR-DEMO-0073,Fictional Supplier 0073,Menswear,Apparel,Shirts,DEMO-STYLE-0073,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0073,Fictional Demo Brand,SKU-DEMO-0073,INR,Men
VENDOR-DEMO-0074,Fictional Supplier 0074,Menswear,Apparel,Shirts,DEMO-STYLE-0074,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0074,Fictional Demo Brand,SKU-DEMO-0074,INR,Men
VENDOR-DEMO-0075,Fictional Supplier 0075,Menswear,Apparel,Shirts,DEMO-STYLE-0075,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0075,Fictional Demo Brand,SKU-DEMO-0075,INR,Men
VENDOR-DEMO-0076,Fictional Supplier 0076,Menswear,Apparel,Shirts,DEMO-STYLE-0076,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-09-20,PO-DEMO-0076,Fictional Demo Brand,SKU-DEMO-0076,INR,Men
VENDOR-DEMO-0077,Fictional Supplier 0077,Menswear,Apparel,Shirts,DEMO-STYLE-0077,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-09-20,PO-DEMO-0077,Fictional Demo Brand,SKU-DEMO-0077,INR,Men
VENDOR-DEMO-0078,Fictional Supplier 0078,Menswear,Apparel,Shirts,DEMO-STYLE-0078,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-09-20,PO-DEMO-0078,Fictional Demo Brand,SKU-DEMO-0078,INR,Men
VENDOR-DEMO-0079,Fictional Supplier 0079,Menswear,Apparel,Shirts,DEMO-STYLE-0079,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-09-20,PO-DEMO-0079,Fictional Demo Brand,SKU-DEMO-0079,INR,Men
VENDOR-DEMO-0080,Fictional Supplier 0080,Menswear,Apparel,Shirts,DEMO-STYLE-0080,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-09-20,PO-DEMO-0080,Fictional Demo Brand,SKU-DEMO-0080,INR,Men
VENDOR-DEMO-0081,Fictional Supplier 0081,Menswear,Apparel,Shirts,DEMO-STYLE-0081,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-09-20,PO-DEMO-0081,Fictional Demo Brand,SKU-DEMO-0081,INR,Men
VENDOR-DEMO-0082,Fictional Supplier 0082,Menswear,Apparel,Shirts,DEMO-STYLE-0082,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-09-20,PO-DEMO-0082,Fictional Demo Brand,SKU-DEMO-0082,INR,Men
VENDOR-DEMO-0083,Fictional Supplier 0083,Menswear,Apparel,Shirts,DEMO-STYLE-0083,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-09-20,PO-DEMO-0083,Fictional Demo Brand,SKU-DEMO-0083,INR,Men
VENDOR-DEMO-0084,Fictional Supplier 0084,Menswear,Apparel,Shirts,DEMO-STYLE-0084,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-09-20,PO-DEMO-0084,Fictional Demo Brand,SKU-DEMO-0084,INR,Men
VENDOR-DEMO-0085,Fictional Supplier 0085,Menswear,Apparel,Shirts,DEMO-STYLE-0085,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-09-20,PO-DEMO-0085,Fictional Demo Brand,SKU-DEMO-0085,INR,Men
VENDOR-DEMO-0086,Fictional Supplier 0086,Menswear,Apparel,Shirts,DEMO-STYLE-0086,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-09-20,PO-DEMO-0086,Fictional Demo Brand,SKU-DEMO-0086,INR,Men
VENDOR-DEMO-0087,Fictional Supplier 0087,Menswear,Apparel,Shirts,DEMO-STYLE-0087,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-09-20,PO-DEMO-0087,Fictional Demo Brand,SKU-DEMO-0087,INR,Men
VENDOR-DEMO-0088,Fictional Supplier 0088,Menswear,Apparel,Shirts,DEMO-STYLE-0088,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-09-20,PO-DEMO-0088,Fictional Demo Brand,SKU-DEMO-0088,INR,Men
VENDOR-DEMO-0089,Fictional Supplier 0089,Menswear,Apparel,Shirts,DEMO-STYLE-0089,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-09-20,PO-DEMO-0089,Fictional Demo Brand,SKU-DEMO-0089,INR,Men
VENDOR-DEMO-0090,Fictional Supplier 0090,Menswear,Apparel,Shirts,DEMO-STYLE-0090,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-09-20,PO-DEMO-0090,Fictional Demo Brand,SKU-DEMO-0090,INR,Men
VENDOR-DEMO-0091,Fictional Supplier 0091,Menswear,Apparel,Shirts,DEMO-STYLE-0091,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0091,Fictional Demo Brand,SKU-DEMO-0091,,Men
VENDOR-DEMO-0092,Fictional Supplier 0092,Menswear,Apparel,Shirts,DEMO-STYLE-0092,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0092,Fictional Demo Brand,SKU-DEMO-0092,,Men
VENDOR-DEMO-0093,Fictional Supplier 0093,Menswear,Apparel,Shirts,DEMO-STYLE-0093,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0093,Fictional Demo Brand,SKU-DEMO-0093,,Men
VENDOR-DEMO-0094,Fictional Supplier 0094,Menswear,Apparel,Shirts,DEMO-STYLE-0094,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0094,Fictional Demo Brand,SKU-DEMO-0094,,Men
VENDOR-DEMO-0095,Fictional Supplier 0095,Menswear,Apparel,Shirts,DEMO-STYLE-0095,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0095,Fictional Demo Brand,SKU-DEMO-0095,,Men
VENDOR-DEMO-0096,Fictional Supplier 0096,Menswear,Apparel,Shirts,DEMO-STYLE-0096,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0096,Fictional Demo Brand,SKU-DEMO-0096,,Men
VENDOR-DEMO-0097,Fictional Supplier 0097,Menswear,Apparel,Shirts,DEMO-STYLE-0097,Synthetic demonstration cotton shirt,Black,6,650,1500,1500,60,TX,2026-10-20,2026-11-10,PO-DEMO-0097,Fictional Demo Brand,SKU-DEMO-0097,,Men
